Palabra,Frecuencia,Archivo
definición,9,CP27-2 UNFCC
metodología,13,CP27-2 UNFCC
contabilidad,2,CP27-2 UNFCC
común,2,CP27-2 UNFCC
respecto,27,CP27-2 UNFCC
prepare,4,CP27-2 UNFCC
incluir,27,CP27-2 UNFCC
resumir,4,CP27-2 UNFCC
principal,11,CP27-2 UNFCC
conclusión,4,CP27-2 UNFCC
pertinente,25,CP27-2 UNFCC
examine,4,CP27-2 UNFCC
final,1,CP27-2 UNFCC
examinar,1,CP27-2 UNFCC
relativo,15,CP27-2 UNFCC
complicación,2,CP27-2 UNFCC
suponer,2,CP27-2 UNFCC
cómputo,2,CP27-2 UNFCC
agregado,2,CP27-2 UNFCC
presentación,10,CP27-2 UNFCC
utilizado,3,CP27-2 UNFCC
interesado,33,CP27-2 UNFCC
recopilación,2,CP27-2 UNFCC
disponible,7,CP27-2 UNFCC
resultar,2,CP27-2 UNFCC
interés,4,CP27-2 UNFCC
relación,11,CP27-2 UNFCC
c,34,CP27-2 UNFCC
acuerdo,29,CP27-2 UNFCC
nota,20,CP27-2 UNFCC
presidencia,3,CP27-2 UNFCC
cuarto,1,CP27-2 UNFCC
diálogo,27,CP27-2 UNFCC
ministerial,2,CP27-2 UNFCC
alto,4,CP27-2 UNFCC
nivel,38,CP27-2 UNFCC
mensaje,3,CP27-2 UNFCC
clave,5,CP27-2 UNFCC
deliberación,2,CP27-2 UNFCC
dedicado,3,CP27-2 UNFCC
avance,3,CP27-2 UNFCC
cumplimiento,2,CP27-2 UNFCC
aguardar,1,CP27-2 UNFCC
preparar,7,CP27-2 UNFCC
véar,10,CP27-2 UNFCC
párr,10,CP27-2 UNFCC
documento,13,CP27-2 UNFCC
fccccpaddfcccpacmaadd,10,CP27-2 UNFCC
fccccpinf,2,CP27-2 UNFCC
fccccp,3,CP27-2 UNFCC
diciembre,3,CP27-2 UNFCC
ª,8,CP27-2 UNFCC
plenario,11,CP27-2 UNFCC
cma,25,CP27-2 UNFCC
tomar,24,CP27-2 UNFCC
resumido,12,CP27-2 UNFCC
recomendación,18,CP27-2 UNFCC
figurar,16,CP27-2 UNFCC
anexo,25,CP27-2 UNFCC
superior,3,CP27-2 UNFCC
alcanzar,9,CP27-2 UNFCC
promedio,4,CP27-2 UNFCC
impulsado,2,CP27-2 UNFCC
eficiencia,4,CP27-2 UNFCC
energético,2,CP27-2 UNFCC
edificio,2,CP27-2 UNFCC
transporte,4,CP27-2 UNFCC
sostenible,6,CP27-2 UNFCC
apoyo,45,CP27-2 UNFCC
comunicado,2,CP27-2 UNFCC
ii,14,CP27-2 UNFCC
correspondiente,5,CP27-2 UNFCC
suministrado,1,CP27-2 UNFCC
banco,2,CP27-2 UNFCC
economía,4,CP27-2 UNFCC
emergente,2,CP27-2 UNFCC
comprometer,1,CP27-2 UNFCC
destinar,1,CP27-2 UNFCC
proyecto,16,CP27-2 UNFCC
respectivamente,3,CP27-2 UNFCC
preocupación,7,CP27-2 UNFCC
escaso,1,CP27-2 UNFCC
pese,2,CP27-2 UNFCC
claro,5,CP27-2 UNFCC
tendencia,1,CP27-2 UNFCC
aumento,16,CP27-2 UNFCC
relativamente,1,CP27-2 UNFCC
bajo,2,CP27-2 UNFCC
amplio,1,CP27-2 UNFCC
demá,1,CP27-2 UNFCC
oportunidad,11,CP27-2 UNFCC
costo,3,CP27-2 UNFCC
alienta,25,CP27-2 UNFCC
estudien,4,CP27-2 UNFCC
posibilidad,6,CP27-2 UNFCC
aplicar,12,CP27-2 UNFCC
mencionada,4,CP27-2 UNFCC
suprar,9,CP27-2 UNFCC
según,22,CP27-2 UNFCC
corresponda,5,CP27-2 UNFCC
mayor,9,CP27-2 UNFCC
calidad,17,CP27-2 UNFCC
granularidad,1,CP27-2 UNFCC
presentar,11,CP27-2 UNFCC
aunque,2,CP27-2 UNFCC
existir,6,CP27-2 UNFCC
limitación,1,CP27-2 UNFCC
dato,6,CP27-2 UNFCC
particularmente,6,CP27-2 UNFCC
sector,34,CP27-2 UNFCC
distinto,3,CP27-2 UNFCC
energía,1,CP27-2 UNFCC
trabajar,4,CP27-2 UNFCC
sexto,2,CP27-2 UNFCC
región,5,CP27-2 UNFCC
fccccpfcccpacma,4,CP27-2 UNFCC
fifth,16,CP27-2 UNFCC
biennial,5,CP27-2 UNFCC
assessment,7,CP27-2 UNFCC
and,343,CP27-2 UNFCC
overview,8,CP27-2 UNFCC
of,294,CP27-2 UNFCC
climatir,209,CP27-2 UNFCC
finance,222,CP27-2 UNFCC
flow,70,CP27-2 UNFCC
bonn,1,CP27-2 UNFCC
cmnucc,1,CP27-2 UNFCC
poder,27,CP27-2 UNFCC
financeflow,1,CP27-2 UNFCC
intervención,1,CP27-2 UNFCC
arreglo,3,CP27-2 UNFCC
evitar,3,CP27-2 UNFCC
reducir,6,CP27-2 UNFCC
mínimo,4,CP27-2 UNFCC
afrontar,1,CP27-2 UNFCC
pérdida,1,CP27-2 UNFCC
daño,1,CP27-2 UNFCC
destacar,3,CP27-2 UNFCC
importancia,5,CP27-2 UNFCC
informar,6,CP27-2 UNFCC
proporcionado,1,CP27-2 UNFCC
requerido,1,CP27-2 UNFCC
recibido,4,CP27-2 UNFCC
medir,1,CP27-2 UNFCC
comunicar,1,CP27-2 UNFCC
resultado,9,CP27-2 UNFCC
efecto,24,CP27-2 UNFCC
manifiesto,1,CP27-2 UNFCC
utilizar,9,CP27-2 UNFCC
constatar,8,CP27-2 UNFCC
hora,1,CP27-2 UNFCC
efectuar,1,CP27-2 UNFCC
noviembrediciembre,7,CP27-2 UNFCC
cómo,4,CP27-2 UNFCC
agrupar,1,CP27-2 UNFCC
tipo,2,CP27-2 UNFCC
tener,7,CP27-2 UNFCC
cabida,1,CP27-2 UNFCC
proceso,15,CP27-2 UNFCC
vistas,4,CP27-2 UNFCC
actualizar,2,CP27-2 UNFCC
si,9,CP27-2 UNFCC
proceder,15,CP27-2 UNFCC
operativo,1,CP27-2 UNFCC
respaldar,4,CP27-2 UNFCC
nacional,60,CP27-2 UNFCC
invitar,24,CP27-2 UNFCC
externo,5,CP27-2 UNFCC
aportación,7,CP27-2 UNFCC
adicional,3,CP27-2 UNFCC
abril,4,CP27-2 UNFCC
portal,7,CP27-2 UNFCC
destinado,18,CP27-2 UNFCC
comunicación,11,CP27-2 UNFCC
elaborado,1,CP27-2 UNFCC
preliminar,4,CP27-2 UNFCC
modalidad,5,CP27-2 UNFCC
emplear,1,CP27-2 UNFCC
expresar,8,CP27-2 UNFCC
sincero,1,CP27-2 UNFCC
gratitud,4,CP27-2 UNFCC
australiar,2,CP27-2 UNFCC
prestado,5,CP27-2 UNFCC
garantizar,4,CP27-2 UNFCC
éxito,3,CP27-2 UNFCC
solución,1,CP27-2 UNFCC
basada,1,CP27-2 UNFCC
naturaleza,3,CP27-2 UNFCC
aprecio,7,CP27-2 UNFCC
perjuicio,1,CP27-2 UNFCC
atención,5,CP27-2 UNFCC
pueblo,16,CP27-2 UNFCC
indígena,16,CP27-2 UNFCC
conocimiento,11,CP27-2 UNFCC
dedicar,1,CP27-2 UNFCC
transición,6,CP27-2 UNFCC
justa,1,CP27-2 UNFCC
reconocimiento,1,CP27-2 UNFCC
comisión,1,CP27-2 UNFCC
efectuado,1,CP27-2 UNFCC
apoyar,11,CP27-2 UNFCC
dar,3,CP27-2 UNFCC
subrayar,1,CP27-2 UNFCC
centrar,2,CP27-2 UNFCC
llevar,12,CP27-2 UNFCC
cabo,10,CP27-2 UNFCC
reforzar,9,CP27-2 UNFCC
órgano,37,CP27-2 UNFCC
constituido,15,CP27-2 UNFCC
virtud,7,CP27-2 UNFCC
ajeno,2,CP27-2 UNFCC
proseguir,2,CP27-2 UNFCC
receptividad,2,CP27-2 UNFCC
género,19,CP27-2 UNFCC
ejecución,29,CP27-2 UNFCC
equilibrio,5,CP27-2 UNFCC
representación,3,CP27-2 UNFCC
geográfico,2,CP27-2 UNFCC
proponer,2,CP27-2 UNFCC
candidato,1,CP27-2 UNFCC
miembro,10,CP27-2 UNFCC
forma,18,CP27-2 UNFCC
exacto,1,CP27-2 UNFCC
adecuado,1,CP27-2 UNFCC
equitativo,2,CP27-2 UNFCC
opinión,7,CP27-2 UNFCC
futuro,2,CP27-2 UNFCC
velir,3,CP27-2 UNFCC
equilibrado,3,CP27-2 UNFCC
refleje,1,CP27-2 UNFCC
diversidad,2,CP27-2 UNFCC
estudie,1,CP27-2 UNFCC
impartar,1,CP27-2 UNFCC
únicamente,1,CP27-2 UNFCC
i,22,CP27-2 UNFCC
context,8,CP27-2 UNFCC
mandat,2,CP27-2 UNFCC
the,323,CP27-2 UNFCC
ba,23,CP27-2 UNFCC
conducted,2,CP27-2 UNFCC
by,59,CP27-2 UNFCC
scf,14,CP27-2 UNFCC
provid,3,CP27-2 UNFCC
an,24,CP27-2 UNFCC
updated,2,CP27-2 UNFCC
up,6,CP27-2 UNFCC
until,2,CP27-2 UNFCC
highlighting,1,CP27-2 UNFCC
trends,2,CP27-2 UNFCC
therein,1,CP27-2 UNFCC
implications,2,CP27-2 UNFCC
these,10,CP27-2 UNFCC
for,100,CP27-2 UNFCC
international,8,CP27-2 UNFCC
efforts,8,CP27-2 UNFCC
to,187,CP27-2 UNFCC
address,4,CP27-2 UNFCC
changir,13,CP27-2 UNFCC
includ,4,CP27-2 UNFCC
information,27,CP27-2 UNFCC
on,89,CP27-2 UNFCC
recent,2,CP27-2 UNFCC
development,24,CP27-2 UNFCC
in,191,CP27-2 UNFCC
methodologi,9,CP27-2 UNFCC
related,8,CP27-2 UNFCC
tracking,21,CP27-2 UNFCC
at,18,CP27-2 UNFCC
domestic,10,CP27-2 UNFCC
level,10,CP27-2 UNFCC
operational,4,CP27-2 UNFCC
definitions,2,CP27-2 UNFCC
usar,8,CP27-2 UNFCC
indicators,14,CP27-2 UNFCC
measuring,9,CP27-2 UNFCC
impacts,13,CP27-2 UNFCC
as,31,CP27-2 UNFCC
well,7,CP27-2 UNFCC
emerging,3,CP27-2 UNFCC
that,33,CP27-2 UNFCC
support,10,CP27-2 UNFCC
consistency,3,CP27-2 UNFCC
see,9,CP27-2 UNFCC
also,7,CP27-2 UNFCC
box,1,CP27-2 UNFCC
below,7,CP27-2 UNFCC
b,32,CP27-2 UNFCC
from,68,CP27-2 UNFCC
developed,22,CP27-2 UNFCC
developing,37,CP27-2 UNFCC
countri,48,CP27-2 UNFCC
available,5,CP27-2 UNFCC
cooperation,4,CP27-2 UNFCC
among,3,CP27-2 UNFCC
other,18,CP27-2 UNFCC
climaterelated,4,CP27-2 UNFCC
constitute,1,CP27-2 UNFCC
global,21,CP27-2 UNFCC
key,4,CP27-2 UNFCC
featur,1,CP27-2 UNFCC
including,16,CP27-2 UNFCC
their,23,CP27-2 UNFCC
composition,1,CP27-2 UNFCC
exploration,1,CP27-2 UNFCC
effectiveness,2,CP27-2 UNFCC
accessibility,1,CP27-2 UNFCC
magnitude,2,CP27-2 UNFCC
broader,4,CP27-2 UNFCC
insights,1,CP27-2 UNFCC
into,7,CP27-2 UNFCC
country,19,CP27-2 UNFCC
ownership,6,CP27-2 UNFCC
alignment,5,CP27-2 UNFCC
with,39,CP27-2 UNFCC
needs,8,CP27-2 UNFCC
prioriti,5,CP27-2 UNFCC
beneficiari,7,CP27-2 UNFCC
since,6,CP27-2 UNFCC
first,4,CP27-2 UNFCC
was,18,CP27-2 UNFCC
preparation,5,CP27-2 UNFCC
bas,7,CP27-2 UNFCC
been,1,CP27-2 UNFCC
guided,1,CP27-2 UNFCC
cop,6,CP27-2 UNFCC
comprís,1,CP27-2 UNFCC
this,14,CP27-2 UNFCC
summary,3,CP27-2 UNFCC
prepared,2,CP27-2 UNFCC
technical,6,CP27-2 UNFCC
report,13,CP27-2 UNFCC
experts,2,CP27-2 UNFCC
under,13,CP27-2 UNFCC
guidance,3,CP27-2 UNFCC
drawing,2,CP27-2 UNFCC
datar,50,CP27-2 UNFCC
range,1,CP27-2 UNFCC
sourz,13,CP27-2 UNFCC
subject,2,CP27-2 UNFCC
extensive,1,CP27-2 UNFCC
stakeholder,2,CP27-2 UNFCC
input,1,CP27-2 UNFCC
expert,3,CP27-2 UNFCC
review,2,CP27-2 UNFCC
but,5,CP27-2 UNFCC
remains,4,CP27-2 UNFCC
product,1,CP27-2 UNFCC
external,1,CP27-2 UNFCC
challeng,13,CP27-2 UNFCC
limitations,6,CP27-2 UNFCC
collecting,1,CP27-2 UNFCC
aggregating,2,CP27-2 UNFCC
outlined,1,CP27-2 UNFCC
need,3,CP27-2 UNFCC
bir,13,CP27-2 UNFCC
taken,3,CP27-2 UNFCC
consideration,1,CP27-2 UNFCC
when,5,CP27-2 UNFCC
deriving,1,CP27-2 UNFCC
conclusions,1,CP27-2 UNFCC
policy,3,CP27-2 UNFCC
listo,1,CP27-2 UNFCC
abreviación,1,CP27-2 UNFCC
assists,1,CP27-2 UNFCC
exercising,1,CP27-2 UNFCC
its,6,CP27-2 UNFCC
functions,2,CP27-2 UNFCC
respect,1,CP27-2 UNFCC
financial,22,CP27-2 UNFCC
mechanism,3,CP27-2 UNFCC
terms,5,CP27-2 UNFCC
measurement,8,CP27-2 UNFCC
reporting,37,CP27-2 UNFCC
verification,2,CP27-2 UNFCC
provided,19,CP27-2 UNFCC
parti,27,CP27-2 UNFCC
through,25,CP27-2 UNFCC
activiti,17,CP27-2 UNFCC
such,5,CP27-2 UNFCC
serv,2,CP27-2 UNFCC
pari,10,CP27-2 UNFCC
agreement,9,CP27-2 UNFCC
line,3,CP27-2 UNFCC
responsibiliti,1,CP27-2 UNFCC
established,2,CP27-2 UNFCC
per,70,CP27-2 UNFCC
decision,4,CP27-2 UNFCC
various,4,CP27-2 UNFCC
arir,50,CP27-2 UNFCC
used,2,CP27-2 UNFCC
illustrate,1,CP27-2 UNFCC
without,1,CP27-2 UNFCC
prejudizar,1,CP27-2 UNFCC
meaning,1,CP27-2 UNFCC
convention,1,CP27-2 UNFCC
not,13,CP27-2 UNFCC
limited,8,CP27-2 UNFCC
annex,6,CP27-2 UNFCC
nonannex,7,CP27-2 UNFCC
mdbs,14,CP27-2 UNFCC
oecd,6,CP27-2 UNFCC
members,4,CP27-2 UNFCC
nonmember,1,CP27-2 UNFCC
assistance,7,CP27-2 UNFCC
committeir,3,CP27-2 UNFCC
eligible,1,CP27-2 UNFCC
official,1,CP27-2 UNFCC
relevant,6,CP27-2 UNFCC
classifications,2,CP27-2 UNFCC
decisions,1,CP27-2 UNFCC
f,10,CP27-2 UNFCC
cover,1,CP27-2 UNFCC
period,3,CP27-2 UNFCC
during,2,CP27-2 UNFCC
which,11,CP27-2 UNFCC
coronavirus,2,CP27-2 UNFCC
disease,2,CP27-2 UNFCC
pandemic,3,CP27-2 UNFCC
may,6,CP27-2 UNFCC
have,10,CP27-2 UNFCC
affected,1,CP27-2 UNFCC
provision,1,CP27-2 UNFCC
mobilization,1,CP27-2 UNFCC
compiling,2,CP27-2 UNFCC
estimat,5,CP27-2 UNFCC
were,6,CP27-2 UNFCC
madir,7,CP27-2 UNFCC
ensurar,3,CP27-2 UNFCC
they,4,CP27-2 UNFCC
based,6,CP27-2 UNFCC
definition,1,CP27-2 UNFCC
adopted,3,CP27-2 UNFCC
avoid,3,CP27-2 UNFCC
double,2,CP27-2 UNFCC
counting,2,CP27-2 UNFCC
encountered,1,CP27-2 UNFCC
analysing,1,CP27-2 UNFCC
varying,3,CP27-2 UNFCC
degrees,2,CP27-2 UNFCC
transparency,11,CP27-2 UNFCC
changed,1,CP27-2 UNFCC
due,1,CP27-2 UNFCC
date,1,CP27-2 UNFCC
submission,1,CP27-2 UNFCC
reports,5,CP27-2 UNFCC
includir,9,CP27-2 UNFCC
later,1,CP27-2 UNFCC
thaber,15,CP27-2 UNFCC
december,1,CP27-2 UNFCC
therefore,1,CP27-2 UNFCC
invited,1,CP27-2 UNFCC
providir,3,CP27-2 UNFCC
preliminary,3,CP27-2 UNFCC
mobilized,21,CP27-2 UNFCC
once,1,CP27-2 UNFCC
submitted,3,CP27-2 UNFCC
end,3,CP27-2 UNFCC
d,20,CP27-2 UNFCC
areo,7,CP27-2 UNFCC
remain,4,CP27-2 UNFCC
filling,1,CP27-2 UNFCC
gaps,2,CP27-2 UNFCC
particularly,4,CP27-2 UNFCC
private,27,CP27-2 UNFCC
adaptation,44,CP27-2 UNFCC
mitigation,32,CP27-2 UNFCC
afolu,3,CP27-2 UNFCC
waste,3,CP27-2 UNFCC
water,4,CP27-2 UNFCC
sanitation,2,CP27-2 UNFCC
sectors,6,CP27-2 UNFCC
calculating,2,CP27-2 UNFCC
cost,4,CP27-2 UNFCC
or,43,CP27-2 UNFCC
incremental,1,CP27-2 UNFCC
producir,1,CP27-2 UNFCC
different,9,CP27-2 UNFCC
activity,7,CP27-2 UNFCC
potentially,1,CP27-2 UNFCC
leads,1,CP27-2 UNFCC
regarding,2,CP27-2 UNFCC
completeness,1,CP27-2 UNFCC
any,1,CP27-2 UNFCC
interpretation,1,CP27-2 UNFCC
relative,3,CP27-2 UNFCC
shar,2,CP27-2 UNFCC
going,1,CP27-2 UNFCC
them,2,CP27-2 UNFCC
energy,18,CP27-2 UNFCC
efficiency,6,CP27-2 UNFCC
do,6,CP27-2 UNFCC
broken,1,CP27-2 UNFCC
down,1,CP27-2 UNFCC
public,24,CP27-2 UNFCC
actor,2,CP27-2 UNFCC
instrument,4,CP27-2 UNFCC
some,2,CP27-2 UNFCC
renewable,9,CP27-2 UNFCC
activitylevel,2,CP27-2 UNFCC
make,3,CP27-2 UNFCC
technologylevel,1,CP27-2 UNFCC
assumptions,1,CP27-2 UNFCC
fill,1,CP27-2 UNFCC
aggregate,6,CP27-2 UNFCC
approach,17,CP27-2 UNFCC
avoidance,1,CP27-2 UNFCC
potential,3,CP27-2 UNFCC
overlaps,2,CP27-2 UNFCC
coverage,6,CP27-2 UNFCC
although,1,CP27-2 UNFCC
more,11,CP27-2 UNFCC
systems,12,CP27-2 UNFCC
time,5,CP27-2 UNFCC
lag,4,CP27-2 UNFCC
implementation,7,CP27-2 UNFCC
mean,3,CP27-2 UNFCC
underreported,2,CP27-2 UNFCC
amounts,5,CP27-2 UNFCC
relation,2,CP27-2 UNFCC
expenditurar,2,CP27-2 UNFCC
refer,3,CP27-2 UNFCC
ex,3,CP27-2 UNFCC
budget,4,CP27-2 UNFCC
allocations,1,CP27-2 UNFCC
post,2,CP27-2 UNFCC
expenditur,2,CP27-2 UNFCC
furthermore,1,CP27-2 UNFCC
relevance,1,CP27-2 UNFCC
reported,7,CP27-2 UNFCC
weighted,1,CP27-2 UNFCC
criterio,3,CP27-2 UNFCC
positivir,2,CP27-2 UNFCC
lists,6,CP27-2 UNFCC
compiled,1,CP27-2 UNFCC
using,1,CP27-2 UNFCC
interpretations,1,CP27-2 UNFCC
covering,1,CP27-2 UNFCC
received,21,CP27-2 UNFCC
mix,1,CP27-2 UNFCC
disbursement,1,CP27-2 UNFCC
projects,11,CP27-2 UNFCC
recipients,6,CP27-2 UNFCC
givir,3,CP27-2 UNFCC
year,6,CP27-2 UNFCC
commitment,4,CP27-2 UNFCC
implemented,3,CP27-2 UNFCC
over,2,CP27-2 UNFCC
several,2,CP27-2 UNFCC
years,3,CP27-2 UNFCC
southsouth,3,CP27-2 UNFCC
relatively,2,CP27-2 UNFCC
classification,3,CP27-2 UNFCC
geographical,5,CP27-2 UNFCC
region,1,CP27-2 UNFCC
granularity,7,CP27-2 UNFCC
is,26,CP27-2 UNFCC
uniform,1,CP27-2 UNFCC
across,5,CP27-2 UNFCC
previou,7,CP27-2 UNFCC
aggregation,1,CP27-2 UNFCC
carried,2,CP27-2 UNFCC
out,2,CP27-2 UNFCC
owing,2,CP27-2 UNFCC
will,7,CP27-2 UNFCC
continue,5,CP27-2 UNFCC
contribute,1,CP27-2 UNFCC
progressivar,1,CP27-2 UNFCC
improvement,1,CP27-2 UNFCC
futurar,1,CP27-2 UNFCC
help,2,CP27-2 UNFCC
findings,2,CP27-2 UNFCC
methodological,6,CP27-2 UNFCC
issues,4,CP27-2 UNFCC
new,9,CP27-2 UNFCC
tabl,4,CP27-2 UNFCC
improve,11,CP27-2 UNFCC
needed,6,CP27-2 UNFCC
number,14,CP27-2 UNFCC
improvements,2,CP27-2 UNFCC
facilitate,3,CP27-2 UNFCC
enhancing,3,CP27-2 UNFCC
sectoral,2,CP27-2 UNFCC
subsectoral,1,CP27-2 UNFCC
whether,5,CP27-2 UNFCC
contribut,1,CP27-2 UNFCC
capacitybuilding,1,CP27-2 UNFCC
technology,6,CP27-2 UNFCC
transfer,1,CP27-2 UNFCC
option,1,CP27-2 UNFCC
grantequivalent,2,CP27-2 UNFCC
addition,4,CP27-2 UNFCC
requested,1,CP27-2 UNFCC
secretariat,1,CP27-2 UNFCC
establish,2,CP27-2 UNFCC
interactive,1,CP27-2 UNFCC
web,2,CP27-2 UNFCC
availability,9,CP27-2 UNFCC
improving,1,CP27-2 UNFCC
proportion,2,CP27-2 UNFCC
bur,3,CP27-2 UNFCC
approximately,3,CP27-2 UNFCC
cent,61,CP27-2 UNFCC
quantitativir,1,CP27-2 UNFCC
project,9,CP27-2 UNFCC
tabular,2,CP27-2 UNFCC
format,2,CP27-2 UNFCC
detail,1,CP27-2 UNFCC
implementing,5,CP27-2 UNFCC
entiti,16,CP27-2 UNFCC
least,2,CP27-2 UNFCC
results,13,CP27-2 UNFCC
capaciti,7,CP27-2 UNFCC
resourz,4,CP27-2 UNFCC
track,4,CP27-2 UNFCC
car,6,CP27-2 UNFCC
lack,3,CP27-2 UNFCC
it,10,CP27-2 UNFCC
difficult,3,CP27-2 UNFCC
compile,3,CP27-2 UNFCC
growing,2,CP27-2 UNFCC
both,5,CP27-2 UNFCC
twentyfour,1,CP27-2 UNFCC
jurisdictions,5,CP27-2 UNFCC
national,18,CP27-2 UNFCC
further,6,CP27-2 UNFCC
having,1,CP27-2 UNFCC
building,2,CP27-2 UNFCC
work,5,CP27-2 UNFCC
part,1,CP27-2 UNFCC
institutional,3,CP27-2 UNFCC
reviews,1,CP27-2 UNFCC
united,5,CP27-2 UNFCC
nations,3,CP27-2 UNFCC
programme,1,CP27-2 UNFCC
many,1,CP27-2 UNFCC
greir,3,CP27-2 UNFCC
budgeting,2,CP27-2 UNFCC
frameworks,12,CP27-2 UNFCC
climaterelevant,1,CP27-2 UNFCC
amounted,4,CP27-2 UNFCC
estimated,3,CP27-2 UNFCC
usd,70,CP27-2 UNFCC
billion,56,CP27-2 UNFCC
chap,1,CP27-2 UNFCC
iib,1,CP27-2 UNFCC
ccu,1,CP27-2 UNFCC
electrified,2,CP27-2 UNFCC
transport,7,CP27-2 UNFCC
buildings,5,CP27-2 UNFCC
management,4,CP27-2 UNFCC
supply,2,CP27-2 UNFCC
most,7,CP27-2 UNFCC
common,7,CP27-2 UNFCC
listed,2,CP27-2 UNFCC
taxonomi,6,CP27-2 UNFCC
analysis,3,CP27-2 UNFCC
revealed,1,CP27-2 UNFCC
appear,1,CP27-2 UNFCC
commonly,1,CP27-2 UNFCC
abatement,1,CP27-2 UNFCC
technologies,2,CP27-2 UNFCC
eg,3,CP27-2 UNFCC
carbon,2,CP27-2 UNFCC
dioxidir,1,CP27-2 UNFCC
capture,2,CP27-2 UNFCC
storage,1,CP27-2 UNFCC
eligibility,2,CP27-2 UNFCC
relating,2,CP27-2 UNFCC
agriculture,1,CP27-2 UNFCC
infrastructurir,4,CP27-2 UNFCC
power,5,CP27-2 UNFCC
generation,4,CP27-2 UNFCC
latter,1,CP27-2 UNFCC
geothermal,1,CP27-2 UNFCC
hydropower,1,CP27-2 UNFCC
bioenergy,1,CP27-2 UNFCC
less,5,CP27-2 UNFCC
gas,8,CP27-2 UNFCC
fired,1,CP27-2 UNFCC
wastetoenergy,1,CP27-2 UNFCC
process,4,CP27-2 UNFCC
sustainable,4,CP27-2 UNFCC
logging,1,CP27-2 UNFCC
communication,1,CP27-2 UNFCC
uncommon,1,CP27-2 UNFCC
notable,2,CP27-2 UNFCC
nuclear,1,CP27-2 UNFCC
aviation,1,CP27-2 UNFCC
mining,2,CP27-2 UNFCC
institutions,17,CP27-2 UNFCC
reviewed,1,CP27-2 UNFCC
exclusion,1,CP27-2 UNFCC
processbased,1,CP27-2 UNFCC
screening,2,CP27-2 UNFCC
method,1,CP27-2 UNFCC
rather,3,CP27-2 UNFCC
list,1,CP27-2 UNFCC
being,6,CP27-2 UNFCC
specific,3,CP27-2 UNFCC
local,17,CP27-2 UNFCC
environment,1,CP27-2 UNFCC
evaluation,2,CP27-2 UNFCC
baseline,1,CP27-2 UNFCC
typically,1,CP27-2 UNFCC
environmental,2,CP27-2 UNFCC
risk,2,CP27-2 UNFCC
vulnerability,1,CP27-2 UNFCC
assessments,2,CP27-2 UNFCC
resilience,6,CP27-2 UNFCC
biodiversity,1,CP27-2 UNFCC
standards,2,CP27-2 UNFCC
cod,2,CP27-2 UNFCC
analysed,2,CP27-2 UNFCC
apply,1,CP27-2 UNFCC
significant,1,CP27-2 UNFCC
harm,1,CP27-2 UNFCC
principle,1,CP27-2 UNFCC
objectiv,2,CP27-2 UNFCC
assessing,2,CP27-2 UNFCC
provider,19,CP27-2 UNFCC
advancing,1,CP27-2 UNFCC
metrics,4,CP27-2 UNFCC
measure,1,CP27-2 UNFCC
what,2,CP27-2 UNFCC
achieving,1,CP27-2 UNFCC
ground,1,CP27-2 UNFCC
funds,29,CP27-2 UNFCC
operating,3,CP27-2 UNFCC
already,1,CP27-2 UNFCC
outputs,2,CP27-2 UNFCC
outcom,11,CP27-2 UNFCC
interventions,10,CP27-2 UNFCC
increasing,8,CP27-2 UNFCC
core,1,CP27-2 UNFCC
contributors,4,CP27-2 UNFCC
similar,1,CP27-2 UNFCC
set,3,CP27-2 UNFCC
identified,4,CP27-2 UNFCC
greenhouse,1,CP27-2 UNFCC
emissions,2,CP27-2 UNFCC
t,1,CP27-2 UNFCC
co,3,CP27-2 UNFCC
eq,3,CP27-2 UNFCC
sectorspecific,1,CP27-2 UNFCC
landuse,1,CP27-2 UNFCC
hectar,1,CP27-2 UNFCC
land,1,CP27-2 UNFCC
protected,1,CP27-2 UNFCC
polici,9,CP27-2 UNFCC
plans,4,CP27-2 UNFCC
assets,1,CP27-2 UNFCC
foster,1,CP27-2 UNFCC
ongoing,1,CP27-2 UNFCC
challenge,1,CP27-2 UNFCC
defining,1,CP27-2 UNFCC
outcome,3,CP27-2 UNFCC
impact,8,CP27-2 UNFCC
enable,1,CP27-2 UNFCC
longterm,1,CP27-2 UNFCC
indirect,2,CP27-2 UNFCC
effects,1,CP27-2 UNFCC
job,1,CP27-2 UNFCC
creation,1,CP27-2 UNFCC
increased,12,CP27-2 UNFCC
captured,1,CP27-2 UNFCC
opposed,1,CP27-2 UNFCC
direct,6,CP27-2 UNFCC
early,1,CP27-2 UNFCC
warning,1,CP27-2 UNFCC
installed,1,CP27-2 UNFCC
earlier,1,CP27-2 UNFCC
stages,1,CP27-2 UNFCC
output,2,CP27-2 UNFCC
enhance,11,CP27-2 UNFCC
comparability,2,CP27-2 UNFCC
lowemission,3,CP27-2 UNFCC
resilient,1,CP27-2 UNFCC
pathways,4,CP27-2 UNFCC
supervisory,1,CP27-2 UNFCC
authoriti,1,CP27-2 UNFCC
dynamic,1,CP27-2 UNFCC
growth,4,CP27-2 UNFCC
phar,1,CP27-2 UNFCC
aim,1,CP27-2 UNFCC
initiativ,3,CP27-2 UNFCC
offer,1,CP27-2 UNFCC
discussion,1,CP27-2 UNFCC
appropriatir,1,CP27-2 UNFCC
choiz,1,CP27-2 UNFCC
emission,6,CP27-2 UNFCC
scenario,1,CP27-2 UNFCC
measur,3,CP27-2 UNFCC
offset,1,CP27-2 UNFCC
